Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,Validated_in_Post2015,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
nitrate,other saxitoxin derivatives,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,16,25.0,4.1486,2232,62,36,98.0,84.0,1.0,64.9571,Alexandrium catenella; Alexandrium tamarense; gonyautoxin; neoSTX; nutrient levels; paralytic shellfish toxin; paralytic shellfish toxins; salinity; saxitoxin; temperature; toxin composition; toxin content; toxin content and composition; toxin contents; toxin profiles; toxin variability,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,79.9571,Environmental driver,False,True,False,False,0,0.10506358356674374,0.43489735225709814,0.11071285381856684,0.28901432795975907
genes involved,conservation,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,16,18.0,3.8142,2392,92,26,124.0,29.0,0.0,60.5883,Gymnodinium catenatum; STX biosynthesis; biosynthesis; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; involved in stx biosynthesis; nitrogen; saxitoxin; saxitoxin biosynthesis; saxitoxin synthesis; stx biosynthesis; sxtA; sxtA1; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,21.0,81.5883,Evolutionary mechanism,True,True,True,False,0,0.0903419414319325,0.44468567204088144,0.09469460607543503,0.2871896923564306
sxtA4,conservation,GENE,EVOLUTIONARY_PROCESS,GENE_EVOLUTION_HYPOTHESIS,11,13.0,2.5533,1430,55,26,66.0,29.0,2.0,42.7566,Gymnodinium catenatum; STX biosynthesis; biosynthesis; evolution; gene cluster; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,61.7566,Evolutionary mechanism,True,False,True,False,0,0.21953204689503972,0.3256818580045557,0.23526310355140703,0.2849934185006388
paralytic shellfish toxin,phosphorus,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,21,26.0,5.1328,1274,49,26,106.0,40.0,0.0,71.6357,PST biosynthesis; biosynthesis; biosynthesis gene; cellular toxin content; expression level; gene cluster; gene expression; genes involved; nitrogen; nitrogen limitation; pst biosynthesis; saxitoxin; saxitoxin analogues; sxtA; sxtA1; sxtG; sxta and sxtg; toxin content; toxin contents; toxin production; toxin profiles,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,18.0,89.6357,Environmental driver,True,True,False,True,0,0.031092824196659798,0.4929755964082291,0.030227135004917322,0.2847387887767388
cellular toxin,phosphorus,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,22,27.0,5.5714,1066,41,26,63.0,40.0,0.0,73.9727,Nitrogen; PST biosynthesis; biosynthesis; biosynthesis gene; cellular toxin content; expression level; gene cluster; gene expression; genes involved; nitrogen; nitrogen limitation; nutrient limitation; pst biosynthesis; saxitoxin; saxitoxin analogues; sxtA; sxtA1; sxtG; sxta and sxtg; toxin content; toxin contents; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,16.0,89.9727,Environmental driver,True,True,False,True,0,0.028516766238826343,0.49499782775149476,0.027424191271373594,0.28458969133544026
sxtA1,saxitoxin-producing dinoflagellate,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,11,14.0,2.6893,1608,67,24,81.0,30.0,2.0,44.4185,Alexandrium minutum; Gymnodinium catenatum; amidinotransferase; biosynthesis; genes involved; saxitoxin; saxitoxin and its derivatives; saxitoxin biosynthesis; starting gene; sxtA; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,64.9185,Gene-toxin biology,True,False,False,False,1,0.18611561492725104,0.3446554285810296,0.19890352619924287,0.2790670725092256
sxtA1,core genes,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,12,12.0,2.8605,1742,67,26,81.0,26.0,2.0,46.431,STX biosynthesis; biosynthesis; gene cluster; genes involved; involved in stx; involved in stx biosynthesis; paralytic shellfish toxins; saxitoxin; stx biosynthesis; sxt gene; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,65.431,Mechanistic biology,True,False,False,False,1,0.1768094993809231,0.34773078040127786,0.18877777643693877,0.2762019286173253
Alexandrium fundyense,sxtB,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,7,7.0,1.5676,1560,52,30,87.0,30.0,2.0,30.4353,Saxitoxin; genes involved; homologs; saxitoxin; saxitoxin synthesis; sxtA; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,48.4353,Species-gene link,True,False,False,False,0,0.27040329715541356,0.2457449132180721,0.2906148287333868,0.2659363751999637
Alexandrium tamarense,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,6,6.0,1.4337,897,69,13,161.0,13.0,2.0,24.3524,biosynthesis; genes involved; produce saxitoxin; saxitoxin; stx genes; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,44.8524,Species-gene link,True,False,False,False,0,0.2875043039133732,0.22424505363413574,0.30922200315031073,0.2624846809164145
sxt Gene,Gene duplication,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,3,3.0,0.7026,375,15,25,15.0,25.0,2.0,12.7801,STX-producing; saxitoxin; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,29.2801,Gene presence/absence,True,False,False,False,0,0.386172424071521,0.13080056358447406,0.41658029773247784,0.2594014439510758
Pyrodinium bahamense,STX biosynthesis genes,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,7,7.0,1.657,561,33,17,35.0,17.0,1.5,25.1189,STX biosynthesis; biosynthesis; clade; evolution; saxitoxin; saxitoxin biosynthesis; stx biosynthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,45.6189,Species-gene link,False,False,True,False,0,0.2725436013508792,0.22884457981993137,0.29294363978141275,0.25768915680259796
Gymnodinium catenatum,sxt Gene,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,3,3.0,0.6978,735,49,15,111.0,15.0,2.0,14.5707,saxitoxin; saxitoxin and its derivatives; sxtA1,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,32.5707,Species-gene link,True,False,False,False,1,0.3577821446657331,0.15054642251073522,0.38568955029722407,0.2563608300146552
toxin contents,sxtG,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,8,9.0,1.8993,3280,41,80,73.0,101.0,2.0,42.6985,Alexandrium tamarense; cellular toxin; paralytic shellfish toxin; paralytic shellfish toxins; phosphorus; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,65.1985,Gene-toxin biology,True,False,False,False,1,0.13348808749655247,0.3463356207950189,0.1416408400957674,0.2542229694803557
sxtN,gene loss,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,1,1.0,0.353,204,12,17,24.0,17.0,3.5,7.7259,secondary metabolite,DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;REGULATES,16.0,23.7259,Gene presence/absence,True,False,False,False,0,0.4121398369527005,0.09747155074540527,0.4448347851714403,0.2537850062371211
sxtA,gonyautoxin,GENE,TOXIN,GENE_TOXIN_HYPOTHESIS,6,9.0,1.395,4602,118,39,191.0,88.0,2.0,44.2999,cellular toxin content; phylogeny; saxitoxin analogues; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,64.79990000000001,Gene-toxin biology,True,False,True,False,0,0.12594042613307402,0.34394374716467563,0.1334284200074148,0.24921184994390827
Alexandrium fundyense,conservation,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,15,17.0,3.554,1352,52,26,87.0,29.0,0.0,52.368,STX biosynthesis; biosynthesis; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; involved in stx biosynthesis; nitrogen; saxitoxin; saxitoxin biosynthesis; saxitoxin synthesis; stx biosynthesis; sxtA; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,22.5,74.868,Evolutionary mechanism,True,True,True,False,0,0.055237262665834466,0.40435925869919515,0.05649808993483762,0.24782173275523428
Alexandrium tamarense,conservation,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,11,12.0,2.548,1794,69,26,161.0,29.0,0.0,42.0659,STX biosynthesis; biosynthesis; gene cluster; involved in stx biosynthesis; nitrogen; phylogeny; saxitoxin; saxitoxin synthesis; stx biosynthesis; sxtA; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,22.5,64.5659,Evolutionary mechanism,True,True,True,False,0,0.12175332717745252,0.34253958652869887,0.12887254317098787,0.24638941701772893
Alexandrium pacificum,STX biosynthesis genes,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,5,5.0,1.1368,272,16,17,18.0,17.0,1.5,17.6336,STX biosynthesis; biosynthesis; saxitoxin; stx biosynthesis; sxtA4,ASSOCIATED_WITH;INVOLVED_IN,12.5,30.1336,Species-gene link,True,False,False,False,1,0.35355210691173977,0.13592214949390208,0.38108695283657507,0.24624631099810493
Alexandrium fundyense,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,9,9.0,2.1239,884,52,17,87.0,17.0,1.5,32.6678,biosynthesis; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; saxitoxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,20.5,53.1678,Gene presence/absence,False,True,True,False,0,0.19348669355627618,0.2741431619777302,0.2069238110650618,0.24389445406702945
gene cluster,clade,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,12,14.0,2.8303,1794,69,26,79.0,32.0,0.0,45.6307,Alexandrium fundyense; STX biosynthesis; biosynthesis; evolution; gene expression; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxtA; sxtA1; sxtA4; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,64.63069999999999,Evolutionary mechanism,True,False,True,True,0,0.10284713403532941,0.34292843101250775,0.10830119094976295,0.2373461729842726
sxtA,down-regulated,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,5,6.0,1.0282,1534,118,13,191.0,18.0,2.0,24.7265,biosynthesis; saxitoxin; saxitoxin biosynthesis; toxin content; toxin production,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,45.2265,Gene regulation,True,False,False,True,1,0.23355107601653427,0.22648991044575498,0.2505168557843374,0.2373020358481171
Alexandrium catenella,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,3,3.0,0.6204,629,37,17,68.0,17.0,1.5,13.3859,biosynthesis; evolution; saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,33.8859,Gene presence/absence,False,False,True,False,0,0.3086568960437167,0.158438525367302,0.33223760548940445,0.23664811142224812
Alexandrium minutum,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,9,9.0,2.1239,952,56,17,92.0,17.0,1.5,33.0078,biosynthesis; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; saxitoxin synthesis,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;REGULATES,20.5,53.5078,Gene presence/absence,False,True,True,False,0,0.17633515966923763,0.2761833953804315,0.1882616593525398,0.23661861416788027
sxtA,other saxitoxin derivatives,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,6,15.0,1.3885,4248,118,36,191.0,84.0,2.0,45.5169,Alexandrium catenella; Alexandrium tamarense; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; toxin content,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,66.01689999999999,Gene-toxin biology,True,False,False,False,0,0.08968323435667751,0.3512465826090504,0.09397788350977518,0.23547566801437655
Gymnodinium catenatum,sxtB,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,6,6.0,1.3079,1470,49,30,111.0,30.0,2.0,26.9658,Saxitoxin; genes involved; saxitoxin; saxitoxin synthesis; sxtA; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,44.9658,Species-gene link,True,False,False,False,1,0.2293898344979872,0.22492553148080138,0.24598911377344607,0.2344041435124915
Gymnodinium catenatum,sxtZ,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,4,4.0,0.8166,637,49,13,111.0,13.0,2.0,16.8182,biosynthesis; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,37.3182,Species-gene link,True,False,False,False,0,0.2774721106223992,0.1790346815675713,0.2983062264950818,0.23270687678495103
Alexandrium minutum,conservation,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,13,16.0,3.0277,1456,56,26,92.0,29.0,0.0,47.3355,biosynthesis; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; saxitoxin biosynthesis; saxitoxin synthesis; sxtA; sxtA1; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,69.8355,Evolutionary mechanism,True,True,True,False,0,0.05539808178471056,0.37416080399597706,0.056673073164588736,0.23129132512185235
sxtG,down-regulated,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,5,5.0,1.0282,1040,80,13,101.0,18.0,2.0,21.7565,biosynthesis; saxitoxin; saxitoxin biosynthesis; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,42.2565,Gene regulation,True,False,False,True,0,0.2383531100397388,0.20866787160451156,0.255741827968164,0.2298511519681552
sxtA,other saxitoxin,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,6,15.0,1.3885,4248,118,36,191.0,84.0,2.0,45.5169,Alexandrium catenella; Alexandrium tamarense; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; toxin content,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,66.01689999999999,Gene-toxin biology,True,False,False,False,0,0.06621482389743394,0.3512465826090504,0.06844249761795605,0.22398474436305796
Alexandrium pacificum,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,3,3.0,0.622,272,16,17,18.0,17.0,1.5,11.6041,biosynthesis; gene cluster; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN,17.0,28.604100000000003,Gene presence/absence,False,False,False,False,0,0.31546014500261543,0.12674409952498567,0.3396400492034895,0.2225472768803124
Alexandrium tamarense,STX biosynthesis genes,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,6,6.0,1.4437,1173,69,17,161.0,17.0,1.5,25.2524,STX biosynthesis; biosynthesis; neurotoxin saxitoxin; saxitoxin; stx biosynthesis; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,45.7524,Species-gene link,True,False,False,False,0,0.1927900357846573,0.22964567146481557,0.206165795303248,0.21907972719211016
STX biosynthesis genes,Gene duplication,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,7,7.0,1.657,425,17,25,17.0,25.0,1.5,24.4389,STX biosynthesis; biosynthesis; clade; evolution; saxitoxin; saxitoxin biosynthesis; stx biosynthesis,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,43.4389,Gene presence/absence,False,False,True,False,0,0.19776649915836006,0.2157630832967291,0.21158055966680345,0.21388094766326257
sxtA,Alexandrium ostenfeldii,GENE,SPECIES,SPECIES_GENE_HYPOTHESIS,5,10.0,1.0647,2006,118,17,191.0,28.0,2.0,29.1594,phylogeny; saxitoxin; toxin content; toxin production; toxin profile,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,49.659400000000005,Species-gene link,True,False,True,False,0,0.1556800640933348,0.25309035353644455,0.16578737047477124,0.21380401115869158
Pyrodinium bahamense,sxtB,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,4,4.0,0.8405,990,33,30,35.0,30.0,2.0,18.631,Saxitoxin; saxitoxin; sxtA; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,36.631,Species-gene link,True,False,False,False,0,0.23631596801184834,0.17491100981952334,0.2535252650744408,0.21028742468423622
Alexandrium tamarense,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,5,5.0,1.0965,1173,69,17,161.0,17.0,1.5,22.058,biosynthesis; gene cluster; nitrogen; saxitoxin; saxitoxin synthesis,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,22.5,44.558,Gene presence/absence,False,True,False,False,0,0.1766980617574133,0.22247845153485557,0.18865652396761912,0.2072585841295992
Pyrodinium bahamense,transferase activity,SPECIES,BIOLOGICAL_MECHANISM,SPECIES_MECHANISM_HYPOTHESIS,15,15.0,4.0102,495,33,15,35.0,15.0,0.0,47.9954,Neosaxitoxin; Temperature; Toxin content; Toxin production; cellular toxin content; decarbamoylsaxitoxin; growth and toxin production; high temperature; salinity; saxitoxin; temperature; temperature and light; temperature and light intensity; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,19.5,67.49539999999999,Mechanistic biology,False,True,False,False,0,0.01416333578437098,0.36011859756756165,0.011806585376742408,0.203378192081693
expression level,sxtB,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,5,5.0,1.0896,810,27,30,27.0,30.0,2.0,20.7292,genes involved; saxitoxin; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN;REGULATES,14.5,35.2292,Gene regulation,True,False,False,True,0,0.23042143395635076,0.16649924751391557,0.24711157114229312,0.20277479314668548
Alexandrium fundyense,Gene duplication,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,10,10.0,2.3575,1300,52,25,87.0,25.0,0.0,36.215,STX biosynthesis; biosynthesis; clade; evolution; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,56.715,Gene presence/absence,True,False,True,False,0,0.07649763669275766,0.295428797054383,0.07963096703892211,0.19831977354742564
sxt Gene,gene loss,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,1,1.0,0.1787,255,15,17,15.0,17.0,3.5,7.6325,saxitoxin,EVOLUTIONARY_LINK;INVOLVED_IN,14.5,22.1325,Gene presence/absence,True,False,False,False,1,0.30771151902769855,0.08791005691051056,0.3312089645868089,0.19739456536484482
Alexandrium tamarense,sxt Gene,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,2,2.0,0.4498,1035,69,15,161.0,15.0,2.0,13.0747,saxitoxin; sxt gene,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,31.0747,Species-gene link,True,False,False,False,0,0.24717134862882376,0.14156939553884962,0.2653367311103887,0.19726469654604223
Alexandrium tamarense,Gene duplication,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,8,8.0,1.8373,1725,69,25,161.0,25.0,0.0,32.2996,STX biosynthesis; biosynthesis; involved in stx biosynthesis; phylogeny; saxitoxin; stx biosynthesis; sxtA; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,52.7996,Gene presence/absence,True,False,True,False,0,0.09617757232693616,0.2719337092163343,0.10104420896332246,0.19503343410247898
gene expression,sxtZ,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,4,4.0,0.8166,546,42,13,42.0,13.0,3.5,17.8632,biosynthesis; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,36.8632,Gene regulation,True,False,False,True,0,0.20166450135269676,0.17630436921983872,0.21582187760405389,0.19408724799273555
Alexandrium catenella,Gene duplication,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,9,9.0,2.17,925,37,25,68.0,25.0,0.0,31.465,STX biosynthesis; biosynthesis; clade; evolution; saxitoxin; saxitoxin and its analogues; saxitoxin biosynthesis; stx biosynthesis; sxtA,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,51.965,Gene presence/absence,True,False,True,False,0,0.09790736330575836,0.2669255362813506,0.10292635092743724,0.19312590287208958
Alexandrium minutum,sxtN,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,2.0,0.2027,672,56,12,92.0,24.0,2.0,8.7653,toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,24.7653,Species-gene link,True,False,False,False,0,0.27937980490391195,0.10370866427119263,0.30038194055874384,0.19221163860059068
down-regulated,sxtA4,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,4,4.0,0.8167,715,13,55,18.0,66.0,2.0,17.2084,biosynthesis; saxitoxin; saxitoxin biosynthesis; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,33.2084,Gene regulation,True,False,False,True,0,0.21727024026534775,0.15437306027809578,0.2328020887672076,0.1896661230981961
sxtA,ALEXANDRIUM TAMARENSE,GENE,SPECIES,SPECIES_GENE_HYPOTHESIS,2,2.0,0.3903,590,118,5,191.0,5.0,2.0,10.7305,saxitoxin; toxin production,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,31.2305,Species-gene link,True,False,False,False,1,0.21148296954850904,0.14250430249220508,0.2265051053702475,0.18030466378732418
sxtA1,down-regulated,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,5,6.0,1.0282,871,67,13,81.0,18.0,2.0,21.4115,biosynthesis; saxitoxin; saxitoxin biosynthesis; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,41.9115,Gene regulation,True,False,False,True,0,0.13843270628708343,0.2065976347694176,0.14702095517102667,0.17978812895014168
down-regulated,sxtB,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,1,1.0,0.1787,390,13,30,18.0,30.0,2.0,6.8075,saxitoxin,DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN,16.0,22.8075,Gene regulation,True,False,False,True,0,0.2670622575761543,0.09196052028352043,0.2869795277791791,0.17971907365656684
Alexandrium ostenfeldii,sxtG,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,4,7.0,0.8425,1360,17,80,28.0,101.0,2.0,21.9849,phylogeny; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,42.4849,Species-gene link,True,False,True,False,0,0.13128840039043996,0.2100384283962085,0.13924741599943208,0.17818247281765914
gene expression,sxt Gene,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,3,3.0,0.665,630,42,15,42.0,15.0,3.5,15.48,Alexandrium minutum; saxitoxin; sxtA1,ASSOCIATED_WITH;INVOLVED_IN;REGULATES,12.5,27.98,Gene regulation,True,False,False,True,0,0.2236168189514851,0.12299907109373313,0.2397076410680231,0.1755179275821636
Gene expression,sxt Gene,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,1,1.0,0.1787,255,17,15,17.0,15.0,3.5,7.6325,saxitoxin,ASSOCIATED_WITH,10.5,18.1325,Gene regulation,True,False,False,True,0,0.2864162405437101,0.06390731099637799,0.30803810882276983,0.17376617001825434
Alexandrium fundyense,sxtN,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,1,2.0,0.2027,624,52,12,87.0,24.0,2.0,8.5253,toxin content,DECREASES;INCREASES;REGULATES,14.0,22.5253,Species-gene link,True,False,False,False,0,0.25609952727039864,0.09026712655927839,0.27505125725265306,0.173419985371297
